-180,-33,77,-93,142,0.209667643324098,0.036003053065137,0.224680445728128,254
-180,-40,40,30,98,0.191511112693459,0.191511112693459,0.066511114627214,340
-180,-14,-110,-79,-124,0.242573931821087,0.449833330120837,0.352150561906743,81
-180,79,-90,-100,72,0.047702254616095,0.095404502656541,0.328799612241591,80
-180,62,-124,-46,57,0.11736789477099,0.338104790819263,0.575868922377074,100
-180,-40,-115,81,176,0.191511112693459,0.297165688584427,0.53748111105084,236
-180,-68,-81,-30,116,0.093651653046695,0.222411181280288,0.226774296210598,159
-180,43,-93,-49,106,0.182838427587529,0.374349535975131,0.621271622276618,128
-179,64,-65,-16,-61,0.109592790978708,0.11395589251361,0.187048817484268,189
-179,33,-87,123,30,0.209667643324098,0.411921889555388,0.178526784771554,306
-179,-42,-31,91,146,0.185786208461099,0.424862395863282,0.347608148543718,330
-179,77,-114,-54,58,0.056237769170208,0.206691522758842,0.456653446666148,102
-179,41,-81,-4,-45,0.18867739705775,0.349374297198709,0.523038887457669,185
-179,-63,-35,-8,31,0.113497629112912,0.361064647313456,0.601380073472706,227
-179,58,-72,34,-109,0.132479819719287,0.192960292608133,0.107455258175547,232
-179,-11,-58,8,94,0.245406796018138,0.478801900801972,0.697456825385666,220
-178,29,-55,-24,-33,0.2186549278313,0.328247712789235,0.519758821176836,191
-178,84,-98,33,-122,0.026132122034806,0.086612594923652,0.005220557646491,205
-178,-12,-57,113,169,0.24453690036915,0.477932005152985,0.304267414894024,326
-178,73,-86,28,-142,0.07309293137668,0.129330694019852,0.064625933822633,212
-178,-74,4,-86,-174,0.068909344248725,0.303832497663237,0.405516669039474,188
-177,-17,37,11,147,0.239076189360701,0.153571154928115,0.024811638178377,318
-177,-37,75,-56,-19,0.199658879169174,0.045743512566529,0.122997759886093,289
-177,-47,-112,-89,-87,0.170499592574063,0.260091591008764,0.028295634281821,69
-177,-56,-39,-11,170,0.139798229323194,0.388846904462398,0.629162330621648,220
-177,-49,52,-34,163,0.164014760000115,0.150930771162364,0.279690287912103,288
-177,-5,-93,-80,-26,0.249048674555371,0.496615692755916,0.505340580172058,97
-176,5,-36,-35,-121,0.249048674555371,0.37780819130511,0.606194553717708,199
-176,23,-61,10,-47,0.230126214032001,0.384041580634645,0.501409469491013,219
-176,-47,-68,115,-99,0.170499592574063,0.397076542950618,0.397076542950618,317
-176,-65,36,-45,-9,0.105654569819862,0.226856972993599,0.467172395460013,261
-175,-36,-79,-96,-41,0.202254250168701,0.428831200545257,0.300071695279373,95
-175,-8,-56,-85,-71,0.247567017268262,0.472265526754857,0.60102505498845,129
-175,58,-81,40,-142,0.132479819719287,0.230162600265797,0.157069675295139,229
-175,-59,-77,14,3,0.128759522491666,0.302424122387944,0.514436151238978,207
-175,-78,56,-7,-155,0.051977928383135,0.145629575218881,0.266831978392618,319
-175,-44,-91,119,-28,0.179834952359622,0.356611654761328,0.425520992570827,298
-175,-35,-12,32,-108,0.204788012566449,0.387626435585459,0.452331195782678,290
-174,-78,-66,-59,29,0.051977928383135,0.198924250127264,0.101241481913171,145
-174,78,-67,-55,-149,0.051977928383135,0.00427568034269,0.17794027060165,148
-174,-60,25,35,45,0.12500000386751,0.268394110821332,0.268394110821332,330
