-152,-1,26,-129,74,136
-148,-2,17,152,12,162
-155,-77,22,146,-34,-77
-149,-47,27,36,73,-92
-147,-42,-51,78,-83,-140
-153,-82,-11,124,-26,53
-153,-72,-9,16,84,10
-152,-33,-73,-166,103,-162
-155,-62,21,35,93,-162
-146,-68,-8,42,-92,-70
-153,-43,-77,160,86,-61
-151,-45,22,54,85,-35
-145,-68,-8,69,-76,-71
-145,-14,25,173,92,-122
-148,-7,-40,162,-93,132
-152,-32,-39,56,-91,-160
-154,-75,-67,125,-91,-64
-151,-11,-84,-129,1,-151
-149,-73,9,147,-34,25
-144,-27,3,-126,-81,-14
-152,-42,-75,85,87,163
-150,-42,-71,90,120,114
-147,-3,-15,-170,-74,85
-152,-42,-87,-151,20,-17
-151,-72,-42,89,60,-167
-151,-24,-2,116,-51,-171
-148,-57,-6,-12,49,-65
-145,-54,19,-148,122,56
-152,-15,-46,51,-37,-62
-150,-54,-52,-25,-55,52
-152,-58,-41,45,-35,-78
-148,-59,-57,38,94,56
-141,-84,-12,17,-67,-46
-144,-69,-59,-69,28,-125
-150,-71,24,45,14,55
-146,-38,-6,90,32,-4
-150,-65,-13,113,-9,140
-148,-56,13,-89,-93,-1
-151,-17,-15,-102,20,-129
-144,-59,1,132,80,-115
-147,-79,28,94,70,-88
-145,-46,20,-83,87,-101
-140,-18,9,38,-72,48
-148,-87,-5,5,3,165
-145,-32,-25,166,-87,-71
-140,-52,4,-88,110,-179
-148,-74,-19,115,54,25
-145,-66,-36,-143,0,-98
-143,-56,23,-70,-4,-40
-148,-10,14,-79,-80,-105
-148,-89,3,163,15,40
-143,-34,9,-47,16,181
-149,-11,-56,-25,99,140
-142,-40,19,126,-104,-5
-139,-38,-29,-178,-44,29
-142,-13,-2,-21,-1,-2
-146,-11,-76,31,104,9
-139,-60,-77,-8,36,-11
-147,-40,-87,123,13,-147
-146,-70,-4,45,82,130
-138,-54,2,119,38,-58
-138,-6,-7,96,84,-74
-142,-58,2,-122,-65,161
-146,-59,-37,-8,-43,71
-144,-4,-42,2,63,94
-147,-50,-80,-126,32,-173
-137,-77,-9,15,98,11
-138,-47,-42,80,-2,-165
-146,-12,-62,-131,-68,-148
-140,-75,-7,-147,50,44
-147,-23,-81,66,27,-93
-138,-75,13,-118,-40,74
-143,-70,15,-93,-100,151
-140,-71,-63,-18,38,-104
-138,-1,-87,-104,32,-47
-147,-74,-9,2,0,-47
-147,-35,34,85,19,-173
-139,-15,-70,-103,28,-96
-138,-39,-56,-35,88,148
-138,-23,-14,58,65,170
-137,-88,19,-149,86,-155
-139,-12,9,120,-103,-95
-140,-63,1,-165,-100,-123
-139,-24,-42,86,-61,-138
-139,-29,-56,-55,-34,-93
-137,-70,-80,-173,76,-113
-143,-75,12,-123,127,61
-140,-70,-4,-142,-28,82
-143,-9,-10,105,-66,91
-141,-44,-25,-16,9,-165
-137,-24,-21,-21,114,99
-135,-41,16,53,-72,132
-142,0,-52,-10,-102,-63
-143,-23,14,171,-58,65
-135,-51,-66,-20,-86,66
-137,-38,35,-9,15,96
-138,-40,-11,20,-65,-23
-136,-66,10,-40,-19,72
-136,-61,25,22,-63,-80
-139,-86,-15,150,-42,122
-134,-34,23,130,63,-32
-135,-24,-54,-119,17,75
-137,-23,28,171,59,28
-140,-14,-48,86,88,79
-139,-59,20,173,17,-151
-143,-77,14,59,-96,-122
-132,-68,24,-86,-7,-6
-141,-85,-14,26,16,68
-137,-19,-1,-28,47,72
-137,-52,-19,-48,-79,158
-140,-33,-24,-136,7,-113
-133,-67,20,170,-39,108
-139,-60,31,-73,-41,-138
-140,-23,-7,36,112,-27
-136,-76,-46,5,-16,94
-132,-33,-6,41,106,20
-133,-46,3,-132,13,27
-141,-15,19,36,67,134
-139,-63,-13,45,-37,119
-133,-36,-10,-2,17,65
-139,-17,-20,146,63,-18
-134,-56,-65,-82,3,-62
-130,-52,23,-69,12,-126
-132,-77,25,-48,-81,-134
-135,-4,-14,119,-87,-10
-131,-90,-13,42,107,136
-138,-46,-23,51,108,-78
-137,-42,-30,65,-104,50
-136,-44,-64,16,76,-114
-129,-73,-39,-52,2,-16
-139,-80,-70,-1,-22,108
-136,-62,-48,117,47,-172
-132,-47,-59,-123,15,179
-137,-37,14,28,37,-32
-135,-4,-4,17,-62,-166
-135,-79,21,-52,63,117
-134,-76,30,-142,-50,137
-129,-30,18,-76,106,92
-137,-57,-21,-10,-59,160
-130,-72,1,-41,-9,-169
-137,-90,24,-146,-4,-13
-129,-11,-23,119,119,54
-138,-22,-21,-88,106,-49
-134,-69,33,-89,-103,-149
-130,-50,-75,156,98,-97
-133,-45,19,-148,55,111
-130,-23,-12,-97,-42,-104
-133,-30,30,-82,95,103
-133,-29,-88,64,-45,-114
-137,-14,-25,-23,-93,49
-126,-8,-76,-89,-69,15
-129,-32,34,177,79,-55
-129,-75,-85,142,-46,-32
-136,-74,-39,-135,14,-177
-136,-12,8,-71,53,172
-129,-75,-45,-80,-53,-121
-131,-90,-61,87,21,20
-129,-40,-48,-39,85,-144
-130,-62,-35,24,-90,-103
-134,-40,-49,-82,-3,-93
-132,-4,11,46,-83,-82
-128,-41,-20,11,-78,40
-126,-60,18,-176,77,139
-129,-2,-9,80,-89,151
-127,-50,-64,148,52,-47
-127,-28,-89,-169,40,157
-129,-37,21,-2,48,54
-132,-61,-12,150,-75,73
-126,-18,-18,-45,-33,25
-134,-86,-73,-175,112,-43
-134,-17,-46,-168,-92,142
-124,-86,-7,135,60,54
-131,-57,-87,-113,-48,-149
-131,-13,6,-141,20,-8
-128,-25,-19,-133,50,95
-127,-40,-23,-12,42,31
-132,-25,-5,30,-58,96
-125,-50,0,-44,91,-44
-132,-1,0,128,38,-170
-126,-29,-25,-112,-68,-168
-131,-27,0,80,60,22
-132,-41,-37,160,-76,-100
-127,-79,-79,16,10,69
-124,-80,2,-22,55,40
-127,-26,-46,169,46,60
-132,-58,17,-145,-24,-160
-124,-65,-68,-14,35,2
-124,-32,-31,-87,-60,127
-126,-84,-87,-53,63,-60
-122,-84,-41,78,1,-6
-128,-32,-25,66,-102,-177
-128,-44,-33,-156,9,86
-130,-2,-79,-15,118,64
-123,-25,19,-63,94,90
-128,-21,-46,-3,90,-173
-126,-41,12,-57,-6,-69
-132,-39,15,-110,-90,-35
-124,-79,-78,-78,-88,-140
-128,-19,-42,-147,83,181
-122,-39,-46,90,-39,-136
-132,-15,7,56,-81,46
-121,-22,-31,42,86,-94
-130,-71,-54,138,9,-44
-129,-67,-60,24,100,139
-131,-56,2,-59,-68,161
-127,-78,-72,72,78,53
-122,-13,-12,-85,95,-20
-125,-40,-17,164,76,-172
-126,-58,-72,-129,-48,1
-131,-31,7,-176,-66,-108
-127,-18,-24,-31,-53,-71
-125,-10,-29,39,11,-162
-125,-6,-83,-108,-79,55
-124,-87,-85,69,108,-169
-120,-3,-39,99,78,172
-121,-9,-12,97,26,164
-122,-23,-76,145,103,109
-122,-20,-3,-161,-81,50
-122,-63,21,170,-82,-83
-121,-59,-27,-85,21,12
-119,-77,-42,-172,29,114
-129,-8,-4,-184,69,138
-128,-38,-54,0,27,-176
-122,-23,-39,-114,87,-120
-124,-88,20,-71,-88,-63
-124,-69,-13,-2,-77,179
-126,-10,-31,55,-19,-170
-129,-20,5,95,5,-56
-125,-45,-69,-81,80,-45
-119,-19,18,-106,100,4
-127,-50,-30,-15,2,-12
-126,-28,-23,105,45,43
-124,-3,-53,-121,88,-140
-121,-67,-4,8,100,-100
-125,-42,-47,99,91,176
-122,-63,-89,163,65,93
-118,-65,-29,35,68,-63
-126,-54,-52,154,-43,-96
-119,-34,-72,106,112,153
-118,-27,-6,19,-27,124
-117,-56,22,-21,20,151
-118,-79,-22,164,-91,-40
-124,-41,-70,-82,113,113
-119,-73,-49,33,49,124
-119,-32,-42,89,75,-51
-123,-42,-2,-148,-47,-12
-124,-60,2,109,76,80
-119,-59,-20,-166,-77,173
-120,-63,-40,-137,121,-117
-126,-25,-30,85,-57,-115
-116,-13,-60,-104,-81,38
-116,-6,28,-131,10,-126
-120,-4,-57,0,-7,45
-124,-16,20,-1,-33,-164
-116,-65,-56,83,2,20
-123,-52,-32,131,112,69
-115,-51,-28,119,96,-44
-116,-52,26,143,14,159
-123,-11,-63,69,-15,100
-124,-28,17,123,52,61
-122,-44,-47,87,25,-20
-122,-11,14,-44,115,148
-121,-63,-54,-168,-67,-162
-117,-57,-11,-153,-12,25
-119,-69,-14,-169,-71,-68
-118,-71,-49,-152,-14,128
-120,-69,-87,29,-89,-96
-116,-4,-77,-64,45,25
-122,-33,-19,-109,-2,8
-115,-41,10,-151,-57,37
-120,-25,-20,-41,83,-63
-121,-37,-7,-66,30,-180
-120,-42,-43,-48,15,-152
-116,-52,-19,-10,79,75
-117,-41,-89,-55,86,-32
-118,-85,-42,-133,-21,22
-122,-56,20,-110,-87,-64
-114,-1,10,117,23,-67
-121,-71,8,6,17,30
-118,-77,-47,74,98,-23
-111,-39,-40,-176,90,-62
-115,-15,22,102,10,-129
-113,-79,28,12,-80,132
-112,-1,15,-31,-59,-90
-111,-66,-55,-98,27,-33
-116,-40,-67,-154,0,15
-120,-85,-46,101,3,-101
-112,-27,-27,-32,106,34
-115,-51,-37,125,-2,29
-117,-15,-51,-6,-81,177
-116,-79,27,-35,34,-53
-120,-45,22,-70,8,-16
-120,-61,0,62,-30,-58
-117,-56,-72,107,37,142
-114,-52,2,100,-2,-144
-117,-7,18,-129,122,53
-117,-8,13,167,10,171
-115,-90,-71,-18,-15,-42
-111,-65,-30,147,-81,16
-110,-17,-66,-64,-25,95
-111,-43,-26,139,57,116
-119,-57,-82,103,97,-35
-118,-40,-74,-23,-11,98
-110,-20,31,145,-41,5
-118,-75,-47,-148,35,162
-114,-5,-56,-175,35,-26
-110,-78,25,163,107,122
-116,-62,23,-3,-14,46
-113,-60,28,127,59,103
-118,-65,-42,-122,109,-22
-117,-56,20,-94,-50,45
-108,-87,-6,124,-7,-165
-113,-53,-46,-137,5,-19
-107,-33,-4,-136,-45,-124
-108,-55,5,-157,-7,76
-108,-2,-56,80,27,-12
-117,-53,8,79,-105,-73
-116,-66,-48,-26,-42,-23
-112,-21,-31,-75,46,58
-116,-87,-11,82,-73,99
-109,-62,-65,136,2,-156
-111,-19,8,159,66,20
-116,-68,-77,-179,-18,-77
-115,-68,-31,25,59,-92
-107,-53,-30,-106,-49,69
-116,-24,-61,169,-96,22
-107,-22,-38,30,-6,-135
-114,-71,-80,-138,-13,-33
-112,-25,-82,-27,-96,148
-112,-19,-90,-171,46,177
-108,-47,-51,-98,50,125
-108,-61,-47,-132,83,125
-110,-57,-30,-35,33,121
-111,-66,-70,-24,-33,-179
-114,-86,-9,-70,36,-173
-109,-88,0,-118,-79,-160
-110,-46,-10,-15,85,149
-109,-90,26,100,-76,18
-104,-70,10,-114,-55,130
-103,-52,-48,-103,-34,-55
-105,-33,-28,-128,23,-77
-103,-88,-43,-77,44,18
-112,-6,-48,117,88,141
-104,-77,-83,-34,-33,147
-106,-7,-15,-125,64,125
-105,-56,5,85,-81,-167
-112,-28,3,-72,75,-29
-103,-71,-16,81,105,-39
-107,-78,-43,-93,40,-96
-110,-2,-88,-38,87,-7
-109,-9,-34,129,29,-94
-109,-86,-56,-120,-89,-11
-107,-79,35,-92,104,-27
-106,-89,-65,16,102,-44
-102,-77,-44,-133,2,-47
-103,-57,-27,54,127,26
-102,-58,-14,-135,-71,-71
-109,-21,-45,-104,49,18
-109,-79,-12,24,53,82
-107,-27,-55,84,-87,-182
-103,-4,14,-147,-36,110
-104,-79,-64,-117,-18,-128
-106,-22,-49,-69,66,-71
-110,-38,-13,-139,46,-70
-102,-50,-21,-80,-68,45
-106,-39,-12,-136,15,-138
-100,-59,-51,-97,-55,159
-105,-28,-53,155,-59,14
-106,-23,-90,32,122,70
-101,-13,17,74,120,-104
-108,-1,-28,-70,81,140
-101,-44,-1,-2,76,140
-104,-55,-27,-114,33,161
-106,-47,20,156,45,20
-107,-14,-63,96,-13,51
-107,-78,-6,-163,40,122
-109,-58,27,-6,-23,17
-107,-42,25,-69,104,-174
-98,-52,9,-115,90,-40
-100,-3,12,-34,119,104
-104,-40,-50,-114,-42,-161
-104,-17,-2,134,-67,-89
-106,-38,-3,-28,-67,104
-105,-86,-56,-115,111,35
-98,-66,-80,72,-71,-36
-103,-16,-2,119,1,60
-104,-54,1,-132,3,-140
-104,-57,-42,-144,-45,87
-98,-16,29,-164,-31,-14
-105,-73,-73,130,61,-85
-100,-57,17,57,120,-104
-97,-17,-80,-106,-22,94
-105,-54,-78,-24,17,182
-107,-48,-56,120,100,-93
-98,-4,-34,142,-86,-156
-103,-46,33,-178,-86,-140
-106,-48,-76,-136,-62,62
-100,-77,-41,75,16,-57
-104,-41,-15,12,19,-59
-98,-84,-85,54,114,178
-102,-39,4,-83,111,90
-105,-22,-66,-67,66,-94
-96,-20,-56,25,20,-130
-100,-36,-84,42,-74,42
-102,-81,-65,-95,17,151
-104,-3,-34,120,71,-61
-100,-28,23,-138,121,-124
-103,-16,-30,-34,-6,-157
-102,-63,-84,133,-9,-31
-95,-29,25,132,108,153
-95,-68,-10,123,38,-133
-99,-47,30,-107,-25,163
-98,-51,-28,-133,-97,96
-102,-50,-51,162,92,-81
-99,-88,-59,110,-18,-33
-98,-60,16,-81,-61,0
-99,-15,14,21,-79,154
-95,-64,24,-83,-17,78
-97,-72,-69,-153,12,154
-93,-34,-22,87,-42,173
-96,-74,-27,11,-44,-142
-98,-46,-2,101,13,22
-100,-6,-13,16,-1,-145
-95,-33,11,40,42,-182
-101,-3,19,6,-38,-166
-93,-82,-17,-55,99,45
-95,-6,-90,134,59,-33
-93,-37,-73,72,-86,96
-97,-3,-5,145,-46,137
-98,-9,-62,-157,27,87
-98,-8,27,111,-79,-171
-98,-48,-77,-160,-15,1
-98,-83,8,-43,-46,33
-93,-78,-37,-159,-12,-63
-95,-21,25,-115,17,161
-93,-55,31,172,-76,-22
-95,-46,-56,-170,22,-28
-92,-10,2,-59,-61,58
-94,-88,-1,160,81,139
-96,-23,-8,168,81,-9
-91,-3,-76,-20,21,48
-92,-67,6,48,97,182
-89,-76,-50,133,82,166
-99,-67,-71,169,-99,76
-94,-87,25,-6,106,-108
-96,-69,-55,-114,-24,96
-95,-85,30,132,91,-148
-96,-12,-63,64,19,181
-98,-24,-67,-84,-16,5
-92,-42,-72,177,108,147
-99,-28,-5,152,-26,164
-89,-14,7,-128,-73,142
-96,-82,-15,159,107,-31
-96,-50,-14,-115,-66,147
-89,-36,-73,-62,71,83
-95,-27,25,49,-20,86
-89,-18,-64,-127,-11,-146
-88,-31,-3,-162,120,-152
-98,-28,5,76,97,-174
-88,-19,-46,-152,-93,-178
-88,-23,-39,146,-66,68
-97,-84,-21,49,7,-6
-87,-84,-50,-12,15,-27
-97,-61,-78,-53,33,108
-96,-68,-29,-35,119,129
-89,-70,-78,141,-3,-146
-92,-76,-70,-170,-13,69
-89,-24,-54,-67,-33,161
-88,-17,16,98,64,-6
-86,-3,-68,-74,84,-18
-89,-63,-43,-84,98,68
-93,-43,-35,-53,-74,-8
-95,-17,1,-51,-13,-4
-86,-51,-76,172,97,-89
-91,-52,22,89,75,-28
-95,-15,35,-34,42,-42
-90,-41,33,-44,109,22
-91,-82,-49,-161,-62,164
-89,-7,18,85,32,-66
-90,-88,0,17,120,-107
-89,-23,-20,-82,7,-98
-90,-31,4,-43,14,-76
-91,-61,-71,57,36,31
-94,-18,-61,128,45,55
-94,-39,-18,14,-37,174
-85,-50,-47,105,92,153
-86,-73,-89,6,-90,25
-91,-7,24,-141,45,167
-84,-11,-29,58,-52,-52
-94,-14,-27,30,95,4
-87,-34,9,45,-86,61
-89,-88,-82,98,-12,3
-92,-7,-75,-67,-46,-41
-85,-16,-40,-103,-4,146
-89,-41,35,-117,54,4
-91,-83,6,36,-43,6
-86,-35,24,-127,49,119
-87,-28,18,155,23,-164
-85,-59,2,96,86,-45
-91,-12,-69,-134,115,-70
-87,-11,16,-61,14,-2
-92,-40,34,-88,75,-43
-82,-46,-13,149,78,27
-90,-39,-43,53,-37,-14
-82,-39,-82,-55,-96,-125
-83,-35,-23,23,78,55
-91,-69,-16,-64,-75,-87
-85,-75,-24,-80,118,139
-82,-79,-74,79,-1,-115
-88,-19,-13,-41,-19,-59
-90,-54,4,-162,64,-90
-83,-54,-41,-128,84,146
-80,-84,0,117,-74,57
-90,-75,-6,-56,41,63
-80,-52,-6,-31,22,-140
-90,-63,20,-82,112,-37
-82,-57,-81,-169,88,64
-87,-47,-47,-81,8,-28
-89,-64,-15,140,61,-145
-86,-75,-84,107,-95,-30
-90,-21,-3,-123,59,126
-89,-38,-71,-58,-63,-42
-86,-88,-8,-126,-72,61
-82,-17,8,-120,120,-18
-86,-61,-50,-36,-1,133
-89,-64,-88,-157,-62,-62
-84,-60,-48,-125,-81,-7
-87,0,6,-127,-68,75
-83,-13,4,-131,86,73
-84,-13,-59,75,38,49
-84,-74,18,50,-46,-12
-81,-27,12,9,28,37
-85,-86,23,77,97,52
-85,-46,-90,153,-38,20
-80,-78,-41,-41,35,-126
-78,-42,-33,99,-97,158
-77,-2,-38,142,18,84
-82,0,-79,48,12,165
-80,-17,-4,-62,-57,-13
-84,-52,-42,-170,120,45
-84,-33,-57,3,57,-81
-81,-36,16,124,-11,94
-78,-89,-73,112,-10,117
-80,-53,-89,-95,102,102
-80,-85,-28,139,85,23
-76,-17,26,15,58,130
-79,-39,19,77,-56,-181
-80,-29,11,72,-21,-154
-81,-84,-48,-40,17,52
-84,-60,-62,-53,95,-54
-80,-56,14,-98,-10,99
-76,-30,13,-156,109,135
-82,-80,-65,-142,-63,135
-76,-67,-12,1,-77,-5
-83,-51,4,-158,-37,28
-81,-43,-90,12,62,116
-85,-8,15,-61,-88,155
-82,-28,-7,162,-88,157
-83,-76,-4,111,62,34
-75,-34,-22,-176,12,-3
-78,-82,-66,151,-93,-146
-78,-17,26,139,122,149
-84,-85,-55,-27,11,-153
-75,-29,-53,118,102,115
-83,-21,-71,109,-89,30
-81,-39,-41,-125,30,-45
-84,-39,31,-63,-49,-99
-82,-35,-71,-152,113,-4
-76,-69,-47,116,-10,-104
-74,-89,24,146,-24,-41
-76,-58,-6,-154,49,27
-74,-13,-2,34,113,-147
-81,-76,7,-19,10,119
-82,-33,-63,43,-65,14
-83,-79,6,5,33,-31
-79,-65,-61,50,40,14
-78,-81,-86,-95,13,148
-77,-71,17,114,109,80
-73,-60,-88,69,-9,-32
-75,-39,-45,-143,107,130
-72,-30,-40,105,107,171
-80,-69,-67,36,22,-108
-74,-13,2,114,38,146
-76,-37,3,22,50,150
-79,-71,1,5,-6,101
-75,-47,19,-18,47,181
-76,-17,-25,-179,82,-78
-79,-10,-61,17,84,-67
-73,-56,-40,70,-85,138
-75,-5,-6,132,73,-19
-75,-75,35,57,125,-41
-79,-33,24,53,28,15
-74,-6,2,97,23,-157
-79,-33,-8,-46,80,-27
-77,-20,-58,-107,24,95
-70,-27,-35,-53,-57,-135
-76,-7,5,-54,-14,148
-70,-88,-85,-163,51,-114
-73,-28,-47,39,-1,179
-78,-43,-30,-20,-39,-152
-78,-9,4,147,-75,56
-74,-53,9,121,-48,65
-72,-68,-30,-54,-15,133
-68,-55,-82,-12,-58,169
-69,-4,-47,157,-7,83
-77,-17,-51,11,-10,-14
-69,-65,33,105,23,75
-71,-3,3,-7,97,178
-70,-66,-81,-56,105,150
-72,-54,19,14,67,-82
-66,-84,-66,42,118,-123
-68,-64,-21,175,51,125
-74,-25,-24,59,123,56
-69,-52,-29,26,72,-174
-74,-87,26,-121,-101,62
-72,-25,4,-88,34,-171
-73,-40,-46,166,67,-78
-75,-17,-70,47,-50,-48
-67,-13,-24,-40,-13,-40
-75,-77,-1,-165,-31,110
-73,-83,-19,-59,-34,-160
-73,-7,-29,-62,42,14
-75,-73,-12,175,68,-27
-66,-76,-81,-26,86,76
-65,-48,-72,116,-68,-33
-74,-82,-18,22,64,107
-72,-61,-86,-103,68,138
-68,-20,-73,35,85,85
-66,-83,-23,-136,-45,-66
-72,-15,-72,17,65,-176
-64,-43,4,-138,-10,127
-71,-46,-76,-57,113,100
-74,-61,-26,83,49,-64
-74,-77,-35,89,119,-3
-73,-24,22,-113,26,-19
-67,-79,-28,27,36,-12
-64,-72,22,180,4,-58
-73,-54,-3,81,-92,-175
-68,-26,-73,54,122,-163
-72,-84,-24,74,21,107
-72,-42,-77,17,49,69
-66,-52,35,94,46,-57
-69,-23,-79,-91,48,104
-66,-86,-13,-72,13,25
